station_id,tank_id,fuel_type,day,total_qty,txn_count,avg_txn,std_txn,closing_balance,dow,is_weekend,balance_delta,qty_vs_balance_gap,qty_7d_mean,qty_7d_std,gap_7d_mean,gap_7d_std
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-11-10,4928.51,10,492.851,1041.8677984333924,4375907.13,0,0,1156948.0,-1152019.49,2359.5874285714285,1334.5639436107786,-551544.041142857,311948.99344016827
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-11-11,2954.12,23,128.44,267.1457777096447,5069374.99,1,0,693467.8600000003,-690513.7400000003,2576.1117142857142,1282.1311015623842,-602155.7282857143,299693.04266130115
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-11-12,2501.2,11,227.38181818181818,381.4720909059582,5656521.69,2,0,587146.7000000002,-584645.5000000002,2670.7501428571427,1242.467128442497,-624277.117,290421.7289918906
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-11-13,2232.31,15,148.82066666666665,259.9409857101269,6180547.54,3,0,524025.8499999996,-521793.53999999963,2532.0158571428574,1227.197185894268,-591848.547,286852.4433125996
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-11-14,2211.451,19,116.39215789473684,233.6162419180613,6699676.58,4,0,519129.04000000004,-516917.58900000004,2544.575857142857,1222.7615788534345,-594784.3955714286,285815.63596711657
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-11-15,1727.241,7,246.74871428571427,486.74999099973087,7105139.26,5,1,405462.6799999997,-403735.4389999997,2493.953142857143,1252.106643641884,-582951.5054285714,292674.94961661275
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-11-16,1718.57,8,214.82125,367.5021422059041,7508566.69,6,1,403427.43000000063,-401708.8600000006,2610.4860000000003,1109.1396755751734,-610190.5940000002,259257.0054362778
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-11-18,1290.011,9,143.33455555555554,121.04338871775597,7811391.38,1,0,302824.6899999995,-301534.6789999995,2090.7004285714283,556.8250172184131,-488692.7638571429,130155.69613906505
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-11-19,880.431,10,88.04310000000001,115.75819681315588,8018068.8,2,0,206677.41999999993,-205796.9889999999,1794.4591428571428,572.3156233930797,-419447.5137142857,133776.562330631
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-11-20,1024.76,14,73.19714285714285,67.22384385464288,8258627.12,3,0,240558.3200000003,-239533.5600000003,1583.5391428571427,539.5699588930142,-370145.8079999999,126122.33514719731
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-11-21,2484.91,22,112.95045454545453,187.4724566494089,8841949.8,4,0,583322.6800000006,-580837.7700000006,1619.624857142857,595.7159542431352,-378580.69800000015,139246.24302733934
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-11-22,847.6,9,94.17777777777778,95.07770901054803,9040920.51,5,1,198970.70999999903,-198123.10999999903,1424.7890000000002,592.9168163854572,-333038.6295714285,138591.95675395237
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-11-23,1808.86,7,258.4085714285714,294.30699585685306,9465543.15,6,1,424622.6400000006,-422813.7800000006,1436.4488571428572,600.6085471937126,-335764.10685714294,140389.88807803838
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-11-24,1830.85,10,183.08499999999998,382.7160954746133,9895327.87,0,0,429784.7199999988,-427953.86999999883,1452.4888571428571,610.8113064895538,-339513.39399999985,142774.7444578879
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-11-25,1695.57,12,141.29749999999999,368.8005239775167,10293356.14,1,0,398028.2700000014,-396332.7000000014,1510.425857142857,612.0641618028911,-353055.96842857153,143067.587417211
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-11-27,796.331,8,99.541375,167.46585591178837,10480291.41,3,0,186935.26999999955,-186138.93899999955,1498.4115714285713,627.1314020367809,-350247.6755714286,146589.50027531633
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-11-28,464.52,3,154.84,118.08255282216759,10589335.63,4,0,109044.22000000067,-108579.70000000067,1418.3772857142856,725.6618053714169,-331539.9812857144,169620.57648244227
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-11-29,2262.659,7,323.237,535.7106202391362,11120485.91,5,1,531150.2799999993,-528887.6209999993,1386.6271428571429,674.2617464166337,-324118.5314285714,157606.04779772254
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-02,1749.8000000000002,7,249.9714285714286,444.5825039344431,410758.55,1,0,-10709727.36,-10707977.559999999,1515.5128571428572,639.3795153747178,-1825526.31,3919568.731675173
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-03,1350.14,3,450.0466666666667,753.5229303301483,727698.52,2,0,316939.97000000003,-315589.83,1449.9814285714288,627.7037579978461,-1810208.6028571427,3926168.139562741
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-05,2328.811,24,97.03379166666667,163.94471466107876,1274377.35,4,0,546678.8300000001,-544350.0190000001,1521.1187142857143,701.8937478720724,-1826836.624142857,3919579.3126916275
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-06,1343.3,7,191.9,276.87435543401267,1589711.65,5,1,315334.2999999998,-313990.9999999998,1470.7944285714286,699.9270804573993,-1815073.524142857,3924708.136552531
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-07,1580.1909999999998,3,526.7303333333333,693.633153589369,1960654.93,6,1,370943.28,-369363.08900000004,1582.7744285714286,633.5978690917597,-1841248.4027142855,3912626.1141007463
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-08,3100.0,2,1550.0,2192.0310216782973,2688367.53,0,0,727712.5999999999,-724612.5999999999,1959.2715714285714,641.3406967472793,-1929253.1027142855,3873895.1014975826
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-09,508.08,4,127.02,104.92597290153346,2807637.28,1,0,119269.75,-118761.67,1708.6174285714285,820.7748255637995,-1870663.681142857,3901606.6401709486
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-10,3171.841,27,117.47559259259259,256.2782234267851,3552214.04,2,0,744576.7600000002,-741404.9190000002,1911.766142857143,990.9985957489929,-446867.5895714286,231641.9052377531
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-11,1552.34,8,194.0425,281.5084012301282,3916619.55,3,0,364405.5099999998,-362853.16999999975,1940.6518571428571,974.7129352668281,-453619.4952857142,227835.20670851303
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-12,536.04,8,67.005,64.1533891767001,4042452.79,4,0,125833.24000000022,-125297.20000000023,1684.5417142857143,1085.0124384219,-393754.8068571429,253617.27192074497
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-13,936.83,2,468.415,577.5860320766077,4262369.89,5,1,219917.09999999963,-218980.26999999964,1626.4745714285714,1116.7315626219004,-380181.84542857145,261031.4861515182
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-14,798.411,7,114.05871428571427,105.41746494566935,4449793.44,6,1,187423.55000000075,-186625.13900000075,1514.7917142857143,1160.3714910192498,-354076.42400000006,271232.1645417118
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-15,3377.251,26,129.89426923076923,268.2843032928401,5242589.36,0,0,792795.9199999999,-789418.6689999999,1554.399,1226.3536809920154,-363334.4338571429,286655.18188909645
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-16,1705.681,14,121.83435714285714,169.0068192905505,5642990.92,1,0,400401.5599999996,-398695.8789999996,1725.4848571428572,1136.28563790528,-403325.0351428572,265602.1515559015
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-17,754.68,1,754.68,0.0,5820149.03,2,0,177158.11000000034,-176403.43000000034,1380.1761428571428,980.0271702865225,-322610.5367142857,229077.3569060841
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-19,1473.441,18,81.85783333333333,74.28730292052526,6166033.17,4,0,345884.13999999966,-344410.6989999997,1368.9048571428573,978.169052677744,-319975.898,228643.0263446697
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-20,2084.171,18,115.78727777777777,162.17834072432348,6655283.75,5,1,489250.5800000001,-487166.4090000001,1590.0664285714286,932.4200478517993,-371671.4992857143,217949.39249885557
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-21,1891.971,12,157.66425,213.1152488009182,7099416.14,6,1,444132.38999999966,-442240.41899999965,1726.5151428571428,889.8074371309085,-403565.80628571426,207988.88565638472
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-22,3052.431,20,152.62155,316.6265833627125,7815961.87,0,0,716545.7300000004,-713493.2990000005,2048.518,905.6690281423635,-478832.6862857142,211696.45500998225
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-23,5799.571,21,276.17004761904764,733.3844053071674,9177387.72,1,0,1361425.8500000006,-1355626.2790000006,2394.5637142857145,1652.6772270122515,-559719.4877142857,386306.64922907465
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-24,2271.931,13,174.76392307692308,392.77984371559035,9710714.21,2,0,533326.4900000002,-531054.5590000002,2475.4565714285714,1626.9975367899667,-578627.8705714287,380304.1218136018
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-25,805.561,4,201.39025,207.5918438191877,9899816.2,3,0,189101.98999999836,-188296.42899999837,2482.7252857142857,1618.1180055634297,-580326.8704285712,378228.607655282
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-26,3109.312,29,107.21765517241379,213.57302495019556,10629714.28,4,0,729898.0800000001,-726788.768,2716.421142857143,1565.3271833273313,-634952.3088571428,365888.9530370366
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-27,2445.861,17,143.87417647058822,194.9074866235374,11203870.14,5,1,574155.8600000013,-571709.9990000012,2768.0911428571426,1546.839205748336,-647029.9645714286,361567.4637173179
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-28,1631.931,7,233.133,246.0636023585501,11586959.18,6,1,383089.0399999991,-381457.1089999991,2730.9425714285712,1574.2660947048582,-638346.6345714285,367978.3886352641
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-29,2815.301,20,140.76505,209.18094970660036,12247839.59,0,0,660880.4100000001,-658065.1090000002,2697.0668571428573,1568.7368064922416,-630428.3217142856,366685.93880984804
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-30,2675.391,23,116.32134782608696,251.50086065994228,12875876.69,1,0,628037.0999999996,-625361.7089999997,2250.755428571428,790.1678783317412,-526104.8117142856,184698.5365702446
STATION_01,Diesel Tank 01,DIESEL_AUTO,2025-12-31,3201.631,25,128.06524,248.97455303910743,13627446.53,2,0,751569.8399999999,-748368.2089999998,2383.5697142857143,868.5649238609462,-557149.6188571426,203023.5429238747
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-01,2058.0,18,114.33333333333333,147.59709277066722,483107.27,2,0,0.0,2058.0,2058.0,0.0,2058.0,0.0
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-02,1701.0,16,106.3125,158.45296252326744,882410.21,3,0,399302.93999999994,-397601.93999999994,1879.5,252.43712088359746,-197771.96999999997,282602.25374260865
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-04,1202.0,12,100.16666666666667,129.54292355841213,1164574.91,5,1,282164.69999999995,-280962.69999999995,1653.6666666666667,429.95852513159144,-225502.2133333333,205521.0843105362
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-05,495.0,3,165.0,62.97661673986622,1280774.18,6,1,116199.27000000002,-115704.27000000002,1364.0,677.3994390313591,-198052.72749999998,176559.26621820166
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-06,450.0,3,150.0,248.24870327758006,1386409.88,0,0,105635.69999999995,-105185.69999999995,1181.2,715.0046852993343,-179479.322,158444.74691503507
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-07,891.0,12,74.25,102.85547887117235,1595568.57,1,0,209158.69000000018,-208267.69000000018,1132.8333333333333,650.4009276336149,-184277.38333333333,142203.79254902515
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-08,1449.0,11,131.72727272727272,227.7370964920256,1935715.52,2,0,340146.94999999995,-338697.94999999995,1178.0,605.6385060413513,-206337.4642857143,142331.05440305133
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-09,1848.0,8,231.0,506.26095710188264,2369526.13,3,0,433810.60999999987,-431962.60999999987,1148.0,558.1200587687205,-268340.40857142856,130458.3301466785
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-11,957.001,13,73.61546153846153,84.45115592520071,2594178.06,5,1,224651.93000000017,-223694.92900000018,1041.7144285714287,503.4188546236812,-243496.54985714288,117672.15017167697
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-12,592.0,3,197.33333333333334,75.34538535526467,2733147.69,6,1,138969.6299999999,-138377.6299999999,954.5715714285715,523.4465460044153,-223127.25414285716,122353.53625613455
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-13,938.001,6,156.3335,157.27017621882416,2953339.44,0,0,220191.75,-219253.749,1017.8574285714286,483.90952593016027,-237920.03685714284,113111.92729858193
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-14,760.0,8,95.0,131.79530295445716,3131746.4,1,0,178406.95999999996,-177646.95999999996,1062.143142857143,434.9924134535485,-248271.64542857144,101677.75698746109
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-15,1905.0,16,119.0625,182.73307998243413,3578937.53,2,0,447191.1299999999,-445286.1299999999,1207.0002857142858,527.5008628747174,-282131.4225714285,123301.2548732264
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-16,1917.0,9,213.0,464.5438842294665,4028945.62,3,0,450008.0900000003,-448091.0900000003,1273.8574285714287,589.3201664793812,-297759.014,137751.27622550985
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-17,1969.0010000000002,22,89.50004545454546,195.09771311648822,4491160.49,4,0,462214.8700000001,-460245.8690000001,1291.1432857142859,610.3663979238794,-301799.4795714286,142670.70473924847
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-19,1141.0,6,190.16666666666666,134.84457077934826,4759005.68,6,1,267845.1899999995,-266704.1899999995,1317.4288571428572,597.4024688282957,-307943.6597142857,139640.42026308464
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-20,1835.001,17,107.94123529411765,156.2844015959084,5189764.59,0,0,430758.91000000015,-428923.90900000016,1495.0004285714288,526.3475584949729,-349450.271,123031.61697216237
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-21,2362.0,18,131.22222222222223,228.61713176517623,5744234.64,1,0,554470.0499999998,-552108.0499999998,1698.4288571428572,549.8497565354945,-397000.88542857143,128525.15134483916
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-22,2451.0,13,188.53846153846155,240.05350979750864,6319597.08,2,0,575362.4400000004,-572911.4400000004,1940.0002857142858,426.46333332058504,-453467.23971428577,99684.10238828509
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-23,884.0,7,126.28571428571429,148.97280963844182,6527112.55,3,0,207515.46999999974,-206631.46999999974,1794.143142857143,585.4083031772005,-419373.71685714286,136836.831154458
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-24,1651.001,28,58.96432142857143,78.1281866483981,6914678.2,4,0,387565.6500000004,-385914.6490000004,1756.1432857142856,584.7371532417261,-410491.36814285716,136679.95404912735
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-25,1505.9989999999998,5,301.1998,397.57737574489823,7268205.68,5,1,353527.4799999995,-352021.4809999995,1690.0001428571427,582.8299609095343,-395030.7412857142,136234.14861949618
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-26,892.0,2,446.0,68.93442588431418,7477599.11,6,1,209393.43000000063,-208501.43000000063,1654.428714285714,627.7858400005832,-386716.0612857143,146742.40603849234
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-27,1362.0,8,170.25,270.1150622028641,7797323.16,0,0,319724.0499999998,-318362.0499999998,1586.8571428571427,630.5602201144703,-370921.51000000007,147390.9177876701
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-28,1703.0,9,189.22222222222223,260.11235872732857,8197095.6,1,0,399772.4399999995,-398069.4399999995,1492.7142857142858,537.9342770533445,-348915.9942857143,125739.97286125974
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-30,1118.0,11,101.63636363636364,99.97287387613974,8459541.63,3,0,262446.0300000012,-261328.0300000012,1302.2857142857142,342.6605994696567,-304404.07857142866,80095.52833334504
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-10-31,1141.0,11,103.72727272727273,152.06336203049761,8727386.82,4,0,267845.1899999995,-266704.1899999995,1339.0,301.69308079625074,-312985.8957142858,70519.53330710142
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-01,945.001,12,78.75008333333334,90.18857359641554,221834.97,5,1,-8505551.85,-8504606.849,1238.142857142857,297.9926551513352,-1472799.067142857,3101370.855992192
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-02,443.0,3,147.66666666666666,165.3067855029954,325827.44,6,1,103992.47,-103549.47,1086.2858571428571,394.09794594763196,-1437303.0655714287,3117715.226924176
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-03,1724.0,8,215.5,530.9724592535043,730529.54,0,0,404702.10000000003,-402978.10000000003,1205.143,447.57165848200566,-1465085.447,3105783.880304767
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-04,1086.0,10,108.6,214.5999849896443,985463.7,1,0,254934.15999999992,-253848.15999999992,1165.7144285714287,443.58971042013457,-1455869.177,3109846.9336857647
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-05,1458.0,5,291.6,300.0936210326704,1327723.36,2,0,342259.66000000015,-340801.66000000015,1130.7144285714287,401.83144417025426,-1447688.0655714287,3113167.0496861753
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-06,1090.0,14,77.85714285714286,125.35185711542415,1583596.53,3,0,255873.16999999993,-254783.16999999993,1126.7144285714287,402.1183625799152,-1446753.0855714285,3113583.6885084254
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-07,1351.0,17,79.47058823529412,80.12294902137809,1900738.37,4,0,317141.8400000001,-315790.8400000001,1156.7144285714287,411.09508331279295,-1453765.4641428571,3110536.832093736
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-08,416.0,4,104.0,82.71612518729343,1998392.71,5,1,97654.33999999985,-97238.33999999985,1081.142857142857,496.2950831146822,-252712.82,116006.98899468288
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-09,445.0,4,111.25,110.85756281222616,2102854.68,6,1,104461.9700000002,-104016.9700000002,1081.4285714285713,495.86686961416586,-252779.60571428575,115906.89408267407
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-10,624.001,12,52.00008333333333,29.280125280588706,2249336.18,0,0,146481.5,-145857.499,924.285857142857,427.9386303355611,-216048.09128571433,100028.96974407311
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-11,104.0,1,104.0,0.0,2273749.76,1,0,24413.57999999961,-24309.57999999961,784.0001428571429,517.6462241081991,-183256.86557142856,120997.74712551806
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-12,1194.001,12,99.50008333333334,136.19168371116987,2554036.48,2,0,280286.7200000002,-279092.7190000002,746.2860000000001,467.549298546866,-174441.30257142853,109287.75346952792
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-14,1158.001,8,144.750125,212.83738227404473,2825872.35,4,0,271835.8700000001,-270677.8690000001,756.0004285714285,476.5017341699315,-176711.97385714288,111380.31526406438
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-15,1063.0,10,106.3,134.7037070239717,3075407.35,5,1,249535.0,-248472.0,714.8575714285714,426.36027801256546,-167094.99671428572,99659.93374873315
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-17,2575.001,12,214.5834166666667,436.51141056947876,3679878.3,0,0,604470.9499999997,-601895.9489999997,1023.2862857142857,795.363475010789,-239188.94085714285,185912.96015230878
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-18,1810.0,13,139.23076923076923,372.225877648271,4104768.56,1,0,424890.26000000024,-423080.26000000024,1218.286285714286,797.2815044770812,-284769.4108571428,186361.3306403779
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-19,1680.0,12,140.0,277.518698311565,4499141.84,2,0,394373.2799999998,-392693.2799999998,1369.1432857142859,765.359011214936,-320031.66528571426,178899.56656905496
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-20,1600.0,10,160.0,286.566899780061,4874735.44,3,0,375593.60000000056,-373993.60000000056,1582.8575714285714,524.0288182281762,-369986.52528571436,122489.62671767667
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-22,1695.0,4,423.75,666.0216252244868,5272629.91,5,1,397894.46999999974,-396199.46999999974,1654.4288571428572,495.5042150128251,-386716.0611428572,115822.09402076958
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-24,866.001,8,108.250125,161.00336612491546,5475919.94,0,0,203290.03000000026,-202424.02900000027,1612.7145714285712,553.1943389255584,-376965.51257142855,129306.94971887021
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-25,643.001,13,49.461615384615385,46.344418685062934,5626861.62,1,0,150941.6799999997,-150298.6789999997,1552.714714285714,638.892567949603,-362940.7524285714,149338.61794731894
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-26,2623.001,20,131.15005000000002,275.51171062387186,6242600.37,2,0,615738.75,-613115.749,1559.5718571428572,651.820095432635,-364543.58100000006,152360.37126251607
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-27,1858.0,8,232.25,546.78471930446,6678758.44,3,0,436158.0700000003,-434300.0700000003,1566.429,655.1377183101783,-366146.411,153135.8535792681
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-28,1457.0,4,364.25,406.3736610058941,7020783.37,4,0,342024.9299999997,-340567.9299999997,1534.5718571428572,654.1157862410977,-358699.93242857145,152896.97514092465
STATION_01,Diesel Tank 02,DIESEL_AUTO,2025-11-29,1194.0,2,597.0,759.432682994352,7301070.09,5,1,280286.71999999974,-279092.71999999974,1476.5718571428572,665.2524732333903,-345142.6638571428,155500.1207547787
