station_id,tank_id,fuel_type,day,total_qty,txn_count,avg_txn,std_txn,min_qty,max_qty,min_balance,max_balance,balance_delta,qty_vs_balance_gap,roll7_qty_mean,roll7_qty_std,qty_change,rule_score
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-10-28,924.9010000000001,13,71.14623076923077,96.75198950594749,3.61,293.574,6334027.76,6482229.08,148201.3200000003,149126.2210000003,950.982,754.2579090244926,90.20000000000005,297424.29298950656
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-10-29,2181.4210000000003,18,121.19005555555557,175.21098257998497,15.0,511.206,6572562.98,6994308.71,421745.7299999995,423927.1509999995,1259.157857142857,753.1777312309114,1256.5200000000002,845848.091982579
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-10-30,1768.54,12,147.37833333333333,217.49047498781235,10.0,642.732,7145187.52,7409466.4,264278.8800000008,266047.4200000008,1259.6191428571426,753.5402934237445,-412.8810000000003,530543.7904749895
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-10-31,1570.471,22,71.38504545454545,90.0839383804943,16.0,419.097,7507847.76,7778127.96,270280.2000000002,271850.6710000002,1177.5648571428571,667.4330101764093,-198.06899999999996,542220.9549383809
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-01,1351.01,4,337.7525,286.4297486068792,21.661,627.563,123661.02,317144.2,193483.18,194834.19,1291.2262857142857,609.0070767442458,-219.461,388603.79974860686
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-02,772.9100000000001,4,193.22750000000002,186.6333249529676,30.0,356.498,400830.64,498581.73,97751.08999999997,98523.99999999997,1343.4220000000003,531.3531922516323,-578.0999999999999,196461.7233249529
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-03,1438.45,10,143.845,173.58630530469082,17.0,504.512,617013.93,836252.11,219238.17999999993,220676.62999999995,1429.671857142857,481.6944552720217,665.54,440088.39630530454
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-04,1838.731,10,183.8731,289.82441355086013,25.054,904.049,949523.3,1267886.62,318363.32000000007,320202.0510000001,1560.2189999999998,444.4875622586834,400.28099999999995,638855.1954135511
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-06,3203.4500000000003,12,266.9541666666667,500.43275200221973,13.357,1599.998,1372513.74,2019883.6,647369.8600000001,650573.31,1706.2231428571429,747.2740332315472,1364.7190000000003,1298443.6027520024
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-07,2123.531,14,151.68078571428572,332.4862946779052,0.0,1265.001,2066832.81,2518373.78,451540.96999999974,453664.50099999976,1756.936142857143,764.0648623010636,-1079.9190000000003,905537.9572946774
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-08,2081.6,9,231.2888888888889,449.67092001246994,29.43,1408.275,2583373.78,3007021.05,423647.27,425728.87,1829.9545714285716,767.6898480805597,-41.93100000000004,849825.8109200125
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-09,902.84,1,902.84,0.0,902.84,902.84,3218959.13,3218959.13,0.0,902.84,1765.9302857142854,830.4161586218314,-1178.7599999999998,902.84
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-10,4928.51,10,492.851,1041.8677984333924,0.0,3300.0,3993620.92,4375907.13,382286.20999999996,387214.72,2359.5874285714285,1334.5639436107786,4025.67,770542.7977984333
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-11,2954.12,23,128.44,267.1457777096447,15.0,1239.282,4444212.22,5069374.99,625162.7700000005,628116.8900000005,2576.1117142857142,1282.1311015623842,-1974.3900000000003,1253546.8057777106
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-12,2501.2,11,227.38181818181818,381.4720909059582,0.0,1000.0,5304120.99,5656521.69,352400.7000000002,354901.9000000002,2670.7501428571427,1242.467128442497,-452.9200000000001,707684.0720909063
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-13,2232.31,15,148.82066666666665,259.9409857101269,15.0,1004.181,5670141.19,6180547.54,510406.3499999996,512638.6599999996,2532.0158571428574,1227.197185894268,-268.8899999999999,1023304.9509857094
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-14,2211.451,19,116.39215789473684,233.6162419180613,15.0,1009.484,6275498.39,6699676.58,424178.1900000004,426389.6410000004,2544.575857142857,1222.7615788534345,-20.858999999999924,850801.4472419189
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-15,1727.241,7,246.74871428571427,486.74999099973087,9.7,1343.196,6742833.36,7105139.26,362305.89999999944,364033.1409999994,2493.953142857143,1252.106643641884,-484.21000000000004,726825.7909909985
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-16,1718.57,8,214.82125,367.5021422059041,27.437,1097.522,7119224.01,7508566.69,389342.68000000063,391061.25000000064,2610.4860000000003,1109.1396755751734,-8.67100000000005,780771.4321422073
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-18,1290.011,9,143.33455555555554,121.04338871775597,27.0,406.657,7549647.2,7811391.38,261744.1799999997,263034.1909999997,2090.7004285714283,556.8250172184131,-428.55899999999997,524899.4143887172
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-19,880.431,10,88.04310000000001,115.75819681315588,15.0,337.621,7890646.47,8018068.8,127422.33000000007,128302.76100000007,1794.4591428571428,572.3156233930797,-409.5799999999999,255840.84919681327
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-20,1024.76,14,73.19714285714285,67.22384385464288,28.0,253.068,8077475.58,8258627.12,181151.54000000004,182176.30000000005,1583.5391428571427,539.5699588930142,144.32899999999995,363395.0638438547
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-21,2484.91,22,112.95045454545453,187.4724566494089,12.23,788.047,8326080.51,8841949.8,515869.29000000097,518354.20000000094,1619.624857142857,595.7159542431352,1460.1499999999999,1034410.9624566513
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-22,847.6,9,94.17777777777778,95.07770901054803,24.0,273.285,8906102.34,9040920.51,134818.16999999993,135665.76999999993,1424.7890000000002,592.9168163854572,-1637.31,270579.0177090104
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-23,1808.86,7,258.4085714285714,294.30699585685306,5.235,863.887,9067713.73,9465543.15,397829.4199999999,399638.2799999999,1436.4488571428572,600.6085471937126,961.2599999999999,797762.0069958566
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-24,1830.85,10,183.08499999999998,382.7160954746133,7.22,1241.508,9538831.29,9895327.87,356496.5800000001,358327.43000000005,1452.4888571428571,610.8113064895538,21.99000000000001,715206.7260954748
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-25,1695.57,12,141.29749999999999,368.8005239775167,15.0,1311.349,9905891.42,10293356.14,387464.72000000067,389160.2900000007,1510.425857142857,612.0641618028911,-135.27999999999997,776993.8105239789
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-27,796.331,8,99.541375,167.46585591178837,15.0,501.812,10411154.44,10480291.41,69136.97000000067,69933.30100000068,1498.4115714285713,627.1314020367809,-899.2389999999999,139237.73685591313
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-28,464.52,3,154.84,118.08255282216759,41.0,276.751,10545257.52,10589335.63,44078.11000000127,44542.63000000126,1418.3772857142856,725.6618053714169,-331.81100000000004,88738.82255282468
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-11-29,2262.659,7,323.237,535.7106202391362,9.0,1499.998,10660657.57,11120485.91,459828.33999999985,462090.99899999984,1386.6271428571429,674.2617464166337,1798.1390000000001,922455.0496202388
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-02,1749.8000000000002,7,249.9714285714286,444.5825039344431,36.0,1240.104,63274.58,410758.55,347483.97,349233.76999999996,1515.5128571428572,639.3795153747178,-512.8589999999999,697162.3225039344
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-03,1350.14,3,450.0466666666667,753.5229303301483,15.0,1320.14,414279.74,727698.52,313418.78,314768.92000000004,1449.9814285714288,627.7037579978461,-399.6600000000001,628941.2229303302
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-05,2328.811,24,97.03379166666667,163.94471466107876,15.0,755.451,784647.67,1274377.35,489729.68000000005,492058.49100000004,1521.1187142857143,701.8937478720724,978.671,981952.1157146612
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-06,1343.3,7,191.9,276.87435543401267,7.22,721.511,1376050.23,1589711.65,213661.41999999993,215004.7199999999,1470.7944285714286,699.9270804573993,-985.5110000000002,428943.0143554339
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-07,1580.1909999999998,3,526.7303333333333,693.633153589369,57.762,1323.512,1636406.57,1960654.93,324248.35999999987,325828.55099999986,1582.7744285714286,633.5978690917597,236.89099999999985,650770.544153589
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-08,3100.0,2,1550.0,2192.0310216782973,0.0,3100.0,2688367.53,2688367.53,0.0,3100.0,1959.2715714285714,641.3406967472793,1519.8090000000002,5292.031021678297
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-09,508.08,4,127.02,104.92597290153346,20.0,250.162,2747092.11,2807637.28,60545.169999999925,61053.24999999993,1708.6174285714285,820.7748255637995,-2591.92,121703.34597290138
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-10,3171.841,27,117.47559259259259,256.2782234267851,14.44,1325.3,2881076.26,3552214.04,671137.7800000003,674309.6210000003,1911.766142857143,990.9985957489929,2663.761,1345703.6792234273
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-11,1552.34,8,194.0425,281.5084012301282,15.0,840.156,3626671.66,3916619.55,289947.88999999966,291500.2299999997,1940.6518571428571,974.7129352668281,-1619.501,581729.6284012295
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-12,536.04,8,67.005,64.1533891767001,15.0,187.04,3923661.92,4042452.79,118790.87000000011,119326.9100000001,1684.5417142857143,1085.0124384219,-1016.3,238181.9333891769
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-13,936.83,2,468.415,577.5860320766077,60.0,876.83,4056537.54,4262369.89,205832.34999999963,206769.17999999961,1626.4745714285714,1116.7315626219004,400.7900000000001,413179.11603207584
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-14,798.411,7,114.05871428571427,105.41746494566935,11.0,300.0,4269980.05,4449793.44,179813.3900000006,180611.8010000006,1514.7917142857143,1160.3714910192498,-138.4190000000001,360530.60846494685
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-15,3377.251,26,129.89426923076923,268.2843032928401,15.0,1348.853,4464030.73,5242589.36,778558.6299999999,781935.8809999999,1554.399,1226.3536809920154,2578.84,1560762.7953032928
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-16,1705.681,14,121.83435714285714,169.0068192905505,25.0,585.234,5379970.72,5642990.92,263020.2000000002,264725.88100000017,1725.4848571428572,1136.28563790528,-1671.5700000000002,527915.0878192909
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-17,754.68,1,754.68,0.0,754.68,754.68,5820149.03,5820149.03,0.0,754.68,1380.1761428571428,980.0271702865225,-951.0010000000001,754.68
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-19,1473.441,18,81.85783333333333,74.28730292052526,15.0,222.021,5872267.67,6166033.17,293765.5,295238.941,1368.9048571428573,978.169052677744,718.7610000000001,589078.7283029205
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-20,2084.171,18,115.78727777777777,162.17834072432348,15.0,712.247,6207168.77,6655283.75,448114.98000000045,450199.1510000004,1590.0664285714286,932.4200478517993,610.7299999999998,898476.3093407252
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-21,1891.971,12,157.66425,213.1152488009182,35.0,791.485,6675071.89,7099416.14,424344.25,426236.221,1726.5151428571428,889.8074371309085,-192.19999999999982,850793.586248801
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-22,3052.431,20,152.62155,316.6265833627125,15.0,1461.982,7108738.18,7815961.87,707223.6900000004,710276.1210000004,2048.518,905.6690281423635,1160.46,1417816.4375833634
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-23,5799.571,21,276.17004761904764,733.3844053071674,13.0,3299.997,7858438.14,9177387.72,1318949.580000001,1324749.151000001,2394.5637142857145,1652.6772270122515,2747.14,2644432.115405309
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-24,2271.931,13,174.76392307692308,392.77984371559035,20.0,1454.849,9254455.52,9710714.21,456258.69000000134,458530.6210000013,2475.4565714285714,1626.9975367899667,-3527.64,915182.0908437183
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-25,805.561,4,201.39025,207.5918438191877,55.0,503.521,9750773.53,9899816.2,149042.66999999993,149848.2309999999,2482.7252857142857,1618.1180055634297,-1466.37,299098.492843819
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-26,3109.312,29,107.21765517241379,213.57302495019556,15.0,1142.039,9925621.28,10629714.28,704093.0,707202.312,2716.421142857143,1565.3271833273313,2303.7509999999997,1411508.8850249501
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-27,2445.861,17,143.87417647058822,194.9074866235374,10.0,727.73,10710519.37,11203870.14,493350.7700000014,495796.6310000014,2768.0911428571426,1546.839205748336,-663.451,989342.3084866264
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-28,1631.931,7,233.133,246.0636023585501,20.0,704.165,11288454.89,11586959.18,298504.2899999991,300136.2209999991,2730.9425714285712,1574.2660947048582,-813.9299999999998,598886.5746023568
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-29,2815.301,20,140.76505,209.18094970660036,15.0,917.336,11656238.84,12247839.59,591600.75,594416.051,2697.0668571428573,1568.7368064922416,1183.37,1186225.9819497066
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-30,2675.391,23,116.32134782608696,251.50086065994228,15.0,1121.898,12256568.4,12875876.69,619308.2899999991,621983.680999999,2250.755428571428,790.1678783317412,-139.90999999999985,1241543.471860658
ST001,Diesel Tank 01,Lanka Auto Diesel,2025-12-31,3201.631,25,128.06524,248.97455303910743,3.61,1095.645,12918291.94,13627446.53,709154.5899999999,712356.2209999999,2383.5697142857143,868.5649238609462,526.2399999999998,1421759.7855530388
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-01,2058.0,18,114.33333333333333,147.59709277066722,15.0,552.288,53610.17,483107.27,429497.10000000003,431555.10000000003,2058.0,0.0,0.0,861199.7970927707
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-02,1701.0,16,106.3125,158.45296252326744,4.5,530.144,530056.42,882410.21,352353.7899999999,354054.7899999999,1879.5,252.43712088359746,-357.0,706567.032962523
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-04,1202.0,12,100.16666666666667,129.54292355841213,30.0,429.837,983312.75,1164574.91,181262.15999999992,182464.15999999992,1653.6666666666667,429.95852513159144,-499.0,363855.8629235582
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-05,495.0,3,165.0,62.97661673986622,92.78,208.476,1213513.89,1280774.18,67260.29000000004,67755.29000000004,1364.0,677.3994390313591,-707.0,135078.55661673995
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-06,450.0,3,150.0,248.24870327758006,4.513,436.642,1383274.18,1386409.88,3135.6999999999534,3585.6999999999534,1181.2,715.0046852993343,-45.0,6969.648703277487
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-07,891.0,12,74.25,102.85547887117235,15.1,384.224,1415456.49,1595568.57,180112.08000000007,181003.08000000007,1132.8333333333333,650.4009276336149,441.0,361218.0154788713
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-08,1449.0,11,131.72727272727272,227.7370964920256,15.0,608.742,1730206.7,1935715.52,205508.82000000007,206957.82000000007,1178.0,605.6385060413513,558.0,412694.37709649216
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-09,1848.0,8,231.0,506.26095710188264,13.72,1475.78,1978204.51,2369526.13,391321.6199999999,393169.6199999999,1148.0,558.1200587687205,399.0,784997.5009571016
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-11,957.001,13,73.61546153846153,84.45115592520071,20.0,345.498,2450630.37,2594178.06,143547.68999999994,144504.69099999993,1041.7144285714287,503.4188546236812,-890.999,288136.8321559251
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-12,592.0,3,197.33333333333334,75.34538535526467,111.0,249.819,2652822.13,2733147.69,80325.56000000006,80917.56000000006,954.5715714285715,523.4465460044153,-365.001,161318.46538535538
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-13,938.001,6,156.3335,157.27017621882416,33.94,431.083,2834342.61,2953339.44,118996.83000000007,119934.83100000008,1017.8574285714286,483.90952593016027,346.001,239088.93117621896
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-14,760.0,8,95.0,131.79530295445716,5.054,399.619,2990797.07,3131746.4,140949.33000000007,141709.33000000007,1062.143142857143,434.9924134535485,-178.00099999999998,282790.4553029546
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-15,1905.0,16,119.0625,182.73307998243413,12.0,675.495,3214026.06,3578937.53,364911.46999999974,366816.46999999974,1207.0002857142858,527.5008628747174,1145.0,731910.6730799819
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-16,1917.0,9,213.0,464.5438842294665,15.0,1439.21,3632584.14,4028945.62,396361.48,398278.48,1273.8574285714287,589.3201664793812,12.0,795104.5038842295
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-17,1969.0010000000002,22,89.50004545454546,195.09771311648822,10.0,805.306,4158365.11,4491160.49,332795.38000000035,334764.38100000034,1291.1432857142859,610.3663979238794,52.001000000000204,667754.8587131171
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-19,1141.0,6,190.16666666666666,134.84457077934826,35.0,385.054,4538507.95,4759005.68,220497.72999999952,221638.72999999952,1317.4288571428572,597.4024688282957,-828.0010000000002,442271.3045707784
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-20,1835.001,17,107.94123529411765,156.2844015959084,3.61,564.107,4817075.17,5189764.59,372689.4199999999,374524.4209999999,1495.0004285714288,526.3475584949729,694.001,747370.1254015957
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-21,2362.0,18,131.22222222222223,228.61713176517623,15.0,891.339,5277984.93,5744234.64,466249.70999999996,468611.70999999996,1698.4288571428572,549.8497565354945,526.999,935090.0371317652
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-22,2451.0,13,188.53846153846155,240.05350979750864,15.0,707.282,5816997.36,6319597.08,502599.71999999974,505050.71999999974,1940.0002857142858,426.46333332058504,89.0,1007890.493509797
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-23,884.0,7,126.28571428571429,148.97280963844182,24.188,394.827,6385792.0,6527112.55,141320.5499999998,142204.5499999998,1794.143142857143,585.4083031772005,-1567.0,283674.07280963805
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-24,1651.001,28,58.96432142857143,78.1281866483981,3.61,316.98,6559315.94,6914678.2,355362.2599999998,357013.26099999977,1756.1432857142856,584.7371532417261,767.001,712453.6491866478
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-25,1505.9989999999998,5,301.1998,397.57737574489823,13.72,938.483,7018564.64,7268205.68,249641.04000000004,251147.03900000005,1690.0001428571427,582.8299609095343,-145.00200000000018,501185.65637574496
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-26,892.0,2,446.0,68.93442588431418,397.256,494.744,7361459.92,7477599.11,116139.19000000041,117031.19000000041,1654.428714285714,627.7858400005832,-613.9989999999998,233239.31442588512
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-27,1362.0,8,170.25,270.1150622028641,14.26,701.969,7593721.14,7797323.16,203602.02000000048,204964.02000000048,1586.8571428571427,630.5602201144703,470.0,408836.1550622038
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-28,1703.0,9,189.22222222222223,260.11235872732857,25.01,651.299,7950212.99,8197095.6,246882.6099999994,248585.6099999994,1492.7142857142858,537.9342770533445,341.0,495728.3323587261
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-30,1118.0,11,101.63636363636364,99.97287387613974,15.0,291.696,8265570.18,8459541.63,193971.45000000112,195089.45000000112,1302.2857142857142,342.6605994696567,-585.0,389160.8728738784
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-10-31,1141.0,11,103.72727272727273,152.06336203049761,15.0,498.975,8526778.92,8727386.82,200607.90000000037,201748.90000000037,1339.0,301.69308079625074,23.0,402508.86336203123
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-11-01,945.001,12,78.75008333333334,90.18857359641554,19.0,318.794,74835.59,221834.97,146999.38,147944.381,1238.142857142857,297.9926551513352,-195.99900000000002,295033.9495735964
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-11-02,443.0,3,147.66666666666666,165.3067855029954,40.0,338.0,237093.44,325827.44,88734.0,89177.0,1086.2858571428571,394.09794594763196,-502.001,178076.306785503
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-11-03,1724.0,8,215.5,530.9724592535043,12.73,1528.44,334513.03,730529.54,396016.51,397740.51,1205.143,447.57165848200566,1281.0,794287.9924592535
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-11-04,1086.0,10,108.6,214.5999849896443,19.24,713.183,758834.63,985463.7,226629.06999999995,227715.06999999995,1165.7144285714287,443.58971042013457,-638.0,454558.7399849895
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-11-05,1458.0,5,291.6,300.0936210326704,30.0,726.0,1023929.8,1327723.36,303793.56000000006,305251.56000000006,1130.7144285714287,401.83144417025426,372.0,609345.2136210328
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-11-06,1090.0,14,77.85714285714286,125.35185711542415,4.332,444.476,1432062.35,1583596.53,151534.17999999993,152624.17999999993,1126.7144285714287,402.1183625799152,-368.0,304283.71185711527
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-11-07,1351.0,17,79.47058823529412,80.12294902137809,20.0,271.825,1640947.37,1900738.37,259791.0,261142.0,1156.7144285714287,411.09508331279295,261.0,521013.1229490214
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-11-08,416.0,4,104.0,82.71612518729343,42.0,225.993,1918111.25,1998392.71,80281.45999999996,80697.45999999996,1081.142857142857,496.2950831146822,-935.0,161061.63612518721
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-11-09,445.0,4,111.25,110.85756281222616,31.0,270.293,2022737.63,2102854.68,80117.05000000028,80562.05000000028,1081.4285714285713,495.86686961416586,29.0,160789.95756281278
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-11-10,624.001,12,52.00008333333333,29.280125280588706,18.0,121.751,2115397.05,2249336.18,133939.13000000035,134563.13100000034,924.285857142857,427.9386303355611,179.00099999999998,268531.5411252813
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-11-11,104.0,1,104.0,0.0,104.0,104.0,2273749.76,2273749.76,0.0,104.0,784.0001428571429,517.6462241081991,-520.001,104.0
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-11-12,1194.001,12,99.50008333333334,136.19168371116987,15.0,401.408,2367978.58,2554036.48,186057.8999999999,187251.9009999999,746.2860000000001,467.549298546866,1090.001,373445.992683711
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-11-14,1158.001,8,144.750125,212.83738227404473,14.61,606.593,2630985.64,2825872.35,194886.70999999996,196044.71099999995,756.0004285714285,476.5017341699315,-36.0,391144.25838227395
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-11-15,1063.0,10,106.3,134.7037070239717,5.415,430.283,2882889.3,3075407.35,192518.05000000028,193581.05000000028,714.8575714285714,426.36027801256546,-95.00099999999998,386233.80370702455
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-11-17,2575.001,12,214.5834166666667,436.51141056947876,15.0,1549.909,3124093.79,3679878.3,555784.5099999998,558359.5109999998,1023.2862857142857,795.363475010789,1512.0010000000002,1114580.5324105693
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-11-18,1810.0,13,139.23076923076923,372.225877648271,15.0,1375.99,3683868.98,4104768.56,420899.5800000001,422709.5800000001,1218.286285714286,797.2815044770812,-765.0010000000002,843981.3858776484
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-11-19,1680.0,12,140.0,277.518698311565,11.86,932.762,4209938.05,4499141.84,289203.79000000004,290883.79000000004,1369.1432857142859,765.359011214936,-130.0,580365.0986983116
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-11-20,1600.0,10,160.0,286.566899780061,15.0,904.983,4589972.35,4874735.44,284763.0900000008,286363.0900000008,1582.8575714285714,524.0288182281762,-80.0,571412.7468997816
ST001,Diesel Tank 02,Lanka Auto Diesel,2025-11-22,1695.0,4,423.75,666.0216252244868,31.77,1418.23,4882193.31,5272629.91,390436.60000000056,392131.60000000056,1654.4288571428572,495.5042150128251,95.0,783234.2216252256
